Subject,dkey,skey,Block,TrialNum,CorrResp,Match,Probe,Accuracy,RTms,Ziffer1,Ziffer2,Ziffer3,Ziffer4,Ziffer5,n_pre,n_filter,n_finalintra,LogRT,RTs,RespSpeed,PropFilter,PropDel,PropTotal
46,l,d,S5,34,l,0,5,1,991,7,1,9,6,3,20,20,20,6.89871453432999,0.991,1.00908173562059,0,0,0
46,l,d,S5,35,d,1,7,1,567,1,9,7,2,6,20,20,20,6.34035930372775,0.567,1.7636684303351,0,0,0
46,l,d,S5,36,d,1,5,1,476,9,5,0,7,8,20,20,20,6.16541785423142,0.476,2.10084033613445,0,0,0
46,l,d,S5,37,l,0,7,1,720,6,4,1,8,0,20,20,20,6.5792512120101,0.72,1.38888888888889,0,0,0
46,l,d,S5,38,d,1,2,1,1823,2,5,1,8,7,20,20,20,7.50823877467866,1.823,0.548546352166758,0,0,0
46,l,d,S5,39,d,1,4,1,562,8,3,9,1,4,20,20,20,6.33150184989369,0.562,1.77935943060498,0,0,0
46,l,d,S5,40,l,0,2,1,967,3,9,7,4,6,20,20,20,6.87419849545329,0.967,1.03412616339193,0,0,0
47,d,l,S3,1,d,0,9,1,1459,6,4,5,NA,NA,20,20,20,7.28550654852279,1.459,0.685400959561343,0,0,0
47,d,l,S3,2,l,1,6,1,940,8,9,6,NA,NA,20,20,20,6.84587987526405,0.94,1.06382978723404,0,0,0
47,d,l,S3,3,l,1,3,1,910,9,3,6,NA,NA,20,20,20,6.8134445995109,0.91,1.0989010989011,0,0,0
47,d,l,S3,4,d,0,4,1,741,9,5,3,NA,NA,20,20,20,6.60800062529609,0.741,1.34952766531714,0,0,0
47,d,l,S3,5,d,0,5,1,1147,9,6,7,NA,NA,20,20,20,7.04490511712937,1.147,0.871839581517001,0,0,0
47,d,l,S3,6,l,1,7,1,1137,2,9,7,NA,NA,20,20,20,7.03614849375054,1.137,0.879507475813544,0,0,0
47,d,l,S3,7,l,1,2,1,499,4,2,0,NA,NA,20,20,20,6.21260609575152,0.499,2.00400801603206,0,0,0
47,d,l,S3,8,d,0,5,1,587,8,2,4,NA,NA,20,20,20,6.3750248198281,0.587,1.70357751277683,0,0,0
47,d,l,S3,9,d,0,1,1,855,6,3,4,NA,NA,20,20,20,6.75110146893676,0.855,1.16959064327485,0,0,0
47,d,l,S3,10,d,0,0,1,1216,9,2,3,NA,NA,20,20,20,7.10332206252611,1.216,0.822368421052632,0,0,0
47,d,l,S3,11,l,1,4,1,971,0,4,8,NA,NA,20,20,20,6.87832646829133,0.971,1.02986611740474,0,0,0
47,d,l,S3,12,d,0,0,1,815,8,7,3,NA,NA,20,20,20,6.70318811324086,0.815,1.22699386503067,0,0,0
47,d,l,S3,13,l,1,6,1,690,5,3,6,NA,NA,20,20,20,6.5366915975913,0.69,1.44927536231884,0,0,0
47,d,l,S3,14,l,1,3,1,1042,3,7,1,NA,NA,20,20,20,6.94889722231331,1.042,0.959692898272553,0,0,0
47,d,l,S3,15,d,0,8,1,668,3,5,7,NA,NA,20,20,20,6.50428817353665,0.668,1.49700598802395,0,0,0
47,d,l,S3,16,d,0,3,1,745,8,9,0,NA,NA,20,20,20,6.61338421837956,0.745,1.34228187919463,0,0,0
47,d,l,S3,17,l,1,6,1,695,6,3,5,NA,NA,20,20,20,6.54391184556479,0.695,1.43884892086331,0,0,0
47,d,l,S3,18,l,1,2,1,683,5,2,9,NA,NA,20,20,20,6.52649485957079,0.683,1.46412884333821,0,0,0
47,d,l,S3,19,l,1,9,1,899,9,6,2,NA,NA,20,20,20,6.80128303447162,0.899,1.11234705228031,0,0,0
