Subject,dkey,skey,Block,SubTrial,Buchstabe1,Buchstabe2,CorrResp,NameEqual,PhysicalEqual,Accuracy,RTms,Match,n_pre,n_filter,n_finalintra,LogRT,RTs,RespSpeed,PropFilter,PropDel,PropTotal
8,d,l,PIProc,1,Q,Q,l,FALSE,TRUE,1,672,1,20,20,20,6.51025834052315,0.672,1.48809523809524,0,0,0
8,d,l,PIProc,2,b,B,d,TRUE,FALSE,1,765,0,20,20,20,6.63987583382654,0.765,1.30718954248366,0,0,0
8,d,l,PIProc,3,f,f,l,FALSE,TRUE,1,518,1,20,20,20,6.24997524225948,0.518,1.93050193050193,0,0,0
8,d,l,PIProc,4,F,Q,d,FALSE,FALSE,1,600,0,20,20,20,6.39692965521615,0.6,1.66666666666667,0,0,0
8,d,l,PIProc,5,A,a,d,TRUE,FALSE,1,584,0,20,20,20,6.36990098282823,0.584,1.71232876712329,0,0,0
8,d,l,PIProc,6,b,b,l,FALSE,TRUE,1,560,1,20,20,20,6.32793678372919,0.56,1.78571428571429,0,0,0
8,d,l,PIProc,7,B,b,d,TRUE,FALSE,1,561,0,20,20,20,6.3297209055227,0.561,1.7825311942959,0,0,0
8,d,l,PIProc,8,A,A,l,FALSE,TRUE,1,554,1,20,20,20,6.31716468674728,0.554,1.80505415162455,0,0,0
8,d,l,PIProc,9,a,q,d,FALSE,FALSE,1,572,0,20,20,20,6.3491389913798,0.572,1.74825174825175,0,0,0
8,d,l,PIProc,10,F,F,l,FALSE,TRUE,1,528,1,20,20,20,6.26909628370626,0.528,1.89393939393939,0,0,0
8,d,l,PIProc,11,q,q,l,FALSE,TRUE,1,571,1,20,20,20,6.34738920965601,0.571,1.75131348511384,0,0,0
8,d,l,PIProc,12,b,F,d,FALSE,FALSE,1,416,0,20,20,20,6.03068526026126,0.416,2.40384615384615,0,0,0
8,d,l,PIProc,13,a,a,l,FALSE,TRUE,1,514,1,20,20,20,6.24222326545517,0.514,1.94552529182879,0,0,0
8,d,l,PIProc,14,f,f,l,FALSE,TRUE,1,557,1,20,20,20,6.32256523992728,0.557,1.79533213644524,0,0,0
8,d,l,PIProc,15,h,H,d,TRUE,FALSE,1,566,0,20,20,20,6.33859407820318,0.566,1.76678445229682,0,0,0
8,d,l,PIProc,16,A,h,d,FALSE,FALSE,1,499,0,20,20,20,6.21260609575152,0.499,2.00400801603206,0,0,0
8,d,l,PIProc,17,F,F,l,FALSE,TRUE,1,442,1,20,20,20,6.0913098820777,0.442,2.26244343891403,0,0,0
8,d,l,PIProc,18,h,H,d,TRUE,FALSE,1,496,0,20,20,20,6.20657592672493,0.496,2.01612903225806,0,0,0
8,d,l,PIProc,19,b,A,d,FALSE,FALSE,1,484,0,20,20,20,6.18208490671663,0.484,2.06611570247934,0,0,0
8,d,l,PIProc,20,q,q,l,FALSE,TRUE,1,480,1,20,20,20,6.17378610390194,0.48,2.08333333333333,0,0,0
8,d,l,PIProc,21,h,H,d,TRUE,FALSE,1,513,0,20,20,20,6.24027584517077,0.513,1.94931773879142,0,0,0
8,d,l,PIProc,22,A,A,l,FALSE,TRUE,1,492,1,20,20,20,6.19847871649231,0.492,2.03252032520325,0,0,0
8,d,l,PIProc,23,H,H,l,FALSE,TRUE,1,460,1,20,20,20,6.13122648948314,0.46,2.17391304347826,0,0,0
8,d,l,PIProc,24,h,H,d,TRUE,FALSE,1,486,0,20,20,20,6.18620862390049,0.486,2.05761316872428,0,0,0
8,d,l,PIProc,25,q,h,d,FALSE,FALSE,1,486,0,20,20,20,6.18620862390049,0.486,2.05761316872428,0,0,0
8,d,l,PIProc,26,H,H,l,FALSE,TRUE,1,498,1,20,20,20,6.21060007702465,0.498,2.00803212851406,0,0,0
8,d,l,PIProc,27,a,a,l,FALSE,TRUE,1,569,1,20,20,20,6.34388043412633,0.569,1.75746924428823,0,0,0
8,d,l,PIProc,28,Q,H,d,FALSE,FALSE,1,458,0,20,20,20,6.12686918411419,0.458,2.18340611353712,0,0,0
8,d,l,PIProc,29,b,b,l,FALSE,TRUE,1,503,1,20,20,20,6.22059017009974,0.503,1.98807157057654,0,0,0
8,d,l,PIProc,30,h,h,l,FALSE,TRUE,1,470,1,20,20,20,6.1527326947041,0.47,2.12765957446809,0,0,0
8,d,l,PIProc,31,A,a,d,TRUE,FALSE,1,443,0,20,20,20,6.09356977004514,0.443,2.25733634311512,0,0,0
8,d,l,PIProc,32,Q,Q,l,FALSE,TRUE,1,445,1,20,20,20,6.09807428216624,0.445,2.24719101123596,0,0,0
8,d,l,PIProc,33,F,f,d,TRUE,FALSE,1,615,0,20,20,20,6.42162226780652,0.615,1.6260162601626,0,0,0
8,d,l,PIProc,34,B,B,l,FALSE,TRUE,1,454,1,20,20,20,6.11809719804135,0.454,2.20264317180617,0,0,0
8,d,l,PIProc,35,A,a,d,TRUE,FALSE,1,579,0,20,20,20,6.361302477573,0.579,1.72711571675302,0,0,0
8,d,l,PIProc,36,F,a,d,FALSE,FALSE,1,492,0,20,20,20,6.19847871649231,0.492,2.03252032520325,0,0,0
8,d,l,PIProc,37,B,B,l,FALSE,TRUE,1,532,1,20,20,20,6.27664348934164,0.532,1.8796992481203,0,0,0
8,d,l,PIProc,38,A,H,d,FALSE,FALSE,1,498,0,20,20,20,6.21060007702465,0.498,2.00803212851406,0,0,0
8,d,l,PIProc,39,f,f,l,FALSE,TRUE,1,529,1,20,20,20,6.2709884318583,0.529,1.89035916824197,0,0,0
8,d,l,PIProc,40,H,Q,d,FALSE,FALSE,1,448,0,20,20,20,6.10479323241498,0.448,2.23214285714286,0,0,0
8,d,l,NIProc,1,Q,q,l,TRUE,FALSE,1,698,1,18,18,18,6.54821910276237,0.698,1.43266475644699,0,0,0
8,d,l,NIProc,2,F,a,d,FALSE,FALSE,1,582,0,20,20,20,6.36647044773144,0.582,1.71821305841924,0,0,0
8,d,l,NIProc,3,f,f,l,FALSE,TRUE,1,522,1,18,18,18,6.25766758788264,0.522,1.91570881226054,0,0,0
8,d,l,NIProc,4,F,b,d,FALSE,FALSE,1,656,0,20,20,20,6.48616078894409,0.656,1.52439024390244,0,0,0
8,d,l,NIProc,5,H,F,d,FALSE,FALSE,1,498,0,20,20,20,6.21060007702465,0.498,2.00803212851406,0,0,0
8,d,l,NIProc,6,a,a,l,FALSE,TRUE,1,553,1,18,18,18,6.31535800152233,0.553,1.80831826401447,0,0,0
8,d,l,NIProc,7,F,F,l,FALSE,TRUE,1,522,1,18,18,18,6.25766758788264,0.522,1.91570881226054,0,0,0
8,d,l,NIProc,8,q,F,d,FALSE,FALSE,1,417,0,20,20,20,6.0330862217988,0.417,2.39808153477218,0,0,0
8,d,l,NIProc,9,A,a,l,TRUE,FALSE,1,476,1,18,18,18,6.16541785423142,0.476,2.10084033613445,0,0,0
8,d,l,NIProc,10,h,h,l,FALSE,TRUE,0,460,1,2,2,2,6.13122648948314,0.46,2.17391304347826,0,0,0
8,d,l,NIProc,11,Q,H,d,FALSE,FALSE,1,542,0,20,20,20,6.29526600143965,0.542,1.8450184501845,0,0,0
8,d,l,NIProc,12,B,B,l,FALSE,TRUE,1,452,1,18,18,18,6.11368217983223,0.452,2.21238938053097,0,0,0
8,d,l,NIProc,13,q,Q,l,TRUE,FALSE,0,717,1,2,2,2,6.57507584059962,0.717,1.39470013947001,0,0,0
8,d,l,NIProc,14,f,A,d,FALSE,FALSE,1,672,0,20,20,20,6.51025834052315,0.672,1.48809523809524,0,0,0
8,d,l,NIProc,15,f,h,d,FALSE,FALSE,1,644,0,20,20,20,6.46769872610435,0.644,1.5527950310559,0,0,0
8,d,l,NIProc,16,H,h,l,TRUE,FALSE,1,610,1,18,18,18,6.41345895716736,0.61,1.63934426229508,0,0,0
8,d,l,NIProc,17,Q,q,l,TRUE,FALSE,1,622,1,18,18,18,6.43294009273918,0.622,1.60771704180064,0,0,0
8,d,l,NIProc,18,F,B,d,FALSE,FALSE,1,568,0,20,20,20,6.34212141872115,0.568,1.76056338028169,0,0,0
8,d,l,NIProc,19,h,h,l,FALSE,TRUE,1,493,1,18,18,18,6.20050917404269,0.493,2.02839756592292,0,0,0
8,d,l,NIProc,20,h,f,d,FALSE,FALSE,1,653,0,20,20,20,6.48157712927643,0.653,1.53139356814701,0,0,0
8,d,l,NIProc,21,a,f,d,FALSE,FALSE,1,582,0,20,20,20,6.36647044773144,0.582,1.71821305841924,0,0,0
8,d,l,NIProc,22,Q,Q,l,FALSE,TRUE,1,550,1,18,18,18,6.30991827822652,0.55,1.81818181818182,0,0,0
8,d,l,NIProc,23,q,f,d,FALSE,FALSE,1,748,0,20,20,20,6.61740297797448,0.748,1.33689839572193,0,0,0
8,d,l,NIProc,24,A,b,d,FALSE,FALSE,1,689,0,20,20,20,6.53524127101366,0.689,1.45137880986938,0,0,0
8,d,l,NIProc,25,A,a,l,TRUE,FALSE,1,609,1,18,18,18,6.4118182677099,0.609,1.64203612479475,0,0,0
8,d,l,NIProc,26,h,A,d,FALSE,FALSE,1,632,0,20,20,20,6.44888939414686,0.632,1.58227848101266,0,0,0
8,d,l,NIProc,27,a,A,l,TRUE,FALSE,1,610,1,18,18,18,6.41345895716736,0.61,1.63934426229508,0,0,0
8,d,l,NIProc,28,b,H,d,FALSE,FALSE,1,790,0,20,20,20,6.67203294546107,0.79,1.26582278481013,0,0,0
8,d,l,NIProc,29,a,B,d,FALSE,FALSE,1,1050,0,20,20,20,6.95654544315157,1.05,0.952380952380952,0,0,0
8,d,l,NIProc,30,a,a,l,FALSE,TRUE,1,459,1,18,18,18,6.12905021006055,0.459,2.17864923747277,0,0,0
8,d,l,NIProc,31,B,B,l,FALSE,TRUE,1,512,1,18,18,18,6.23832462503951,0.512,1.953125,0,0,0
8,d,l,NIProc,32,B,H,d,FALSE,FALSE,1,628,0,20,20,20,6.4425401664682,0.628,1.59235668789809,0,0,0
8,d,l,NIProc,33,b,q,d,FALSE,FALSE,1,702,0,20,20,20,6.55393340402581,0.702,1.42450142450142,0,0,0
8,d,l,NIProc,34,q,Q,l,TRUE,FALSE,1,786,1,18,18,18,6.66695679242921,0.786,1.27226463104326,0,0,0
8,d,l,NIProc,35,F,Q,d,FALSE,FALSE,1,710,0,20,20,20,6.56526497003536,0.71,1.40845070422535,0,0,0
8,d,l,NIProc,36,A,a,l,TRUE,FALSE,1,549,1,18,18,18,6.30809844150953,0.549,1.82149362477231,0,0,0
8,d,l,NIProc,37,A,H,d,FALSE,FALSE,1,582,0,20,20,20,6.36647044773144,0.582,1.71821305841924,0,0,0
8,d,l,NIProc,38,b,h,d,FALSE,FALSE,1,638,0,20,20,20,6.45833828334479,0.638,1.56739811912226,0,0,0
8,d,l,NIProc,39,B,b,l,TRUE,FALSE,1,556,1,18,18,18,6.32076829425058,0.556,1.79856115107914,0,0,0
8,d,l,NIProc,40,H,H,l,FALSE,TRUE,1,526,1,18,18,18,6.26530121273771,0.526,1.90114068441065,0,0,0
1,l,d,PIProc,1,Q,Q,d,FALSE,TRUE,1,667,1,20,20,20,6.50279004591562,0.667,1.49925037481259,0,0,0
1,l,d,PIProc,3,f,f,d,FALSE,TRUE,1,566,1,20,20,20,6.33859407820318,0.566,1.76678445229682,0,0,0
1,l,d,PIProc,4,F,Q,l,FALSE,FALSE,1,498,0,20,20,19,6.21060007702465,0.498,2.00803212851406,0,0.05,0.05
1,l,d,PIProc,5,A,a,l,TRUE,FALSE,1,718,0,20,20,19,6.57646956904822,0.718,1.39275766016713,0,0.05,0.05
1,l,d,PIProc,6,b,b,d,FALSE,TRUE,1,568,1,20,20,20,6.34212141872115,0.568,1.76056338028169,0,0,0
1,l,d,PIProc,7,B,b,l,TRUE,FALSE,1,749,0,20,20,19,6.61873898351722,0.749,1.33511348464619,0,0.05,0.05
1,l,d,PIProc,8,A,A,d,FALSE,TRUE,1,474,1,20,20,20,6.16120732169508,0.474,2.10970464135021,0,0,0
1,l,d,PIProc,9,a,q,l,FALSE,FALSE,1,559,0,20,20,19,6.3261494731551,0.559,1.78890876565295,0,0.05,0.05
1,l,d,PIProc,10,F,F,d,FALSE,TRUE,1,544,1,20,20,20,6.29894924685594,0.544,1.83823529411765,0,0,0
1,l,d,PIProc,11,q,q,d,FALSE,TRUE,1,614,1,20,20,20,6.41999492814714,0.614,1.62866449511401,0,0,0
1,l,d,PIProc,12,b,F,l,FALSE,FALSE,1,477,0,20,20,19,6.16751649088834,0.477,2.09643605870021,0,0.05,0.05
1,l,d,PIProc,13,a,a,d,FALSE,TRUE,1,498,1,20,20,20,6.21060007702465,0.498,2.00803212851406,0,0,0
1,l,d,PIProc,14,f,f,d,FALSE,TRUE,1,613,1,20,20,20,6.41836493593621,0.613,1.63132137030995,0,0,0
1,l,d,PIProc,15,h,H,l,TRUE,FALSE,1,588,0,20,20,19,6.37672694789863,0.588,1.70068027210884,0,0.05,0.05
1,l,d,PIProc,16,A,h,l,FALSE,FALSE,1,596,0,20,20,19,6.39024066706535,0.596,1.67785234899329,0,0.05,0.05
1,l,d,PIProc,17,F,F,d,FALSE,TRUE,1,508,1,20,20,20,6.23048144757848,0.508,1.96850393700787,0,0,0
1,l,d,PIProc,18,h,H,l,TRUE,FALSE,1,592,0,20,20,19,6.38350663488401,0.592,1.68918918918919,0,0.05,0.05
1,l,d,PIProc,19,b,A,l,FALSE,FALSE,1,544,0,20,20,19,6.29894924685594,0.544,1.83823529411765,0,0.05,0.05
1,l,d,PIProc,20,q,q,d,FALSE,TRUE,1,502,1,20,20,20,6.21860011969173,0.502,1.99203187250996,0,0,0
1,l,d,PIProc,21,h,H,l,TRUE,FALSE,1,521,0,20,20,19,6.25575004175337,0.521,1.91938579654511,0,0.05,0.05
1,l,d,PIProc,22,A,A,d,FALSE,TRUE,1,500,1,20,20,20,6.21460809842219,0.5,2,0,0,0
1,l,d,PIProc,23,H,H,d,FALSE,TRUE,1,551,1,20,20,20,6.31173480915291,0.551,1.81488203266788,0,0,0
1,l,d,PIProc,24,h,H,l,TRUE,FALSE,1,580,0,20,20,19,6.36302810354046,0.58,1.72413793103448,0,0.05,0.05
1,l,d,PIProc,25,q,h,l,FALSE,FALSE,1,489,0,20,20,19,6.19236248947487,0.489,2.04498977505112,0,0.05,0.05
1,l,d,PIProc,26,H,H,d,FALSE,TRUE,1,457,1,20,20,20,6.12468339089421,0.457,2.18818380743982,0,0,0
1,l,d,PIProc,27,a,a,d,FALSE,TRUE,1,466,1,20,20,20,6.14418563412565,0.466,2.14592274678112,0,0,0
1,l,d,PIProc,28,Q,H,l,FALSE,FALSE,1,447,0,20,20,19,6.10255859461357,0.447,2.23713646532438,0,0.05,0.05
1,l,d,PIProc,29,b,b,d,FALSE,TRUE,1,461,1,20,20,20,6.13339804299665,0.461,2.16919739696312,0,0,0
1,l,d,PIProc,30,h,h,d,FALSE,TRUE,1,470,1,20,20,20,6.1527326947041,0.47,2.12765957446809,0,0,0
1,l,d,PIProc,31,A,a,l,TRUE,FALSE,1,619,0,20,20,19,6.4281052726846,0.619,1.61550888529887,0,0.05,0.05
1,l,d,PIProc,32,Q,Q,d,FALSE,TRUE,1,582,1,20,20,20,6.36647044773144,0.582,1.71821305841924,0,0,0
1,l,d,PIProc,33,F,f,l,TRUE,FALSE,1,682,0,20,20,19,6.52502965784346,0.682,1.46627565982405,0,0.05,0.05
1,l,d,PIProc,34,B,B,d,FALSE,TRUE,1,474,1,20,20,20,6.16120732169508,0.474,2.10970464135021,0,0,0
1,l,d,PIProc,35,A,a,l,TRUE,FALSE,1,550,0,20,20,19,6.30991827822652,0.55,1.81818181818182,0,0.05,0.05
1,l,d,PIProc,36,F,a,l,FALSE,FALSE,1,500,0,20,20,19,6.21460809842219,0.5,2,0,0.05,0.05
1,l,d,PIProc,37,B,B,d,FALSE,TRUE,1,467,1,20,20,20,6.1463292576689,0.467,2.14132762312634,0,0,0
1,l,d,PIProc,38,A,H,l,FALSE,FALSE,1,580,0,20,20,19,6.36302810354046,0.58,1.72413793103448,0,0.05,0.05
1,l,d,PIProc,39,f,f,d,FALSE,TRUE,1,448,1,20,20,20,6.10479323241498,0.448,2.23214285714286,0,0,0
1,l,d,PIProc,40,H,Q,l,FALSE,FALSE,1,454,0,20,20,19,6.11809719804135,0.454,2.20264317180617,0,0.05,0.05
1,l,d,NIProc,1,Q,q,d,TRUE,FALSE,1,738,1,20,20,20,6.60394382460047,0.738,1.3550135501355,0,0,0
1,l,d,NIProc,2,F,a,l,FALSE,FALSE,1,536,0,20,20,19,6.2841341610708,0.536,1.86567164179104,0,0.05,0.05
1,l,d,NIProc,3,f,f,d,FALSE,TRUE,1,458,1,20,20,20,6.12686918411419,0.458,2.18340611353712,0,0,0
1,l,d,NIProc,4,F,b,l,FALSE,FALSE,1,583,0,20,20,19,6.36818718635049,0.583,1.71526586620926,0,0.05,0.05
1,l,d,NIProc,5,H,F,l,FALSE,FALSE,1,539,0,20,20,19,6.289715570909,0.539,1.85528756957328,0,0.05,0.05
1,l,d,NIProc,6,a,a,d,FALSE,TRUE,1,485,1,20,20,20,6.18414889093748,0.485,2.06185567010309,0,0,0
1,l,d,NIProc,7,F,F,d,FALSE,TRUE,1,609,1,20,20,20,6.4118182677099,0.609,1.64203612479475,0,0,0
1,l,d,NIProc,8,q,F,l,FALSE,FALSE,1,516,0,20,20,19,6.24610676548156,0.516,1.93798449612403,0,0.05,0.05
1,l,d,NIProc,9,A,a,d,TRUE,FALSE,1,475,1,20,20,20,6.16331480403464,0.475,2.10526315789474,0,0,0
1,l,d,NIProc,10,h,h,d,FALSE,TRUE,1,544,1,20,20,20,6.29894924685594,0.544,1.83823529411765,0,0,0
1,l,d,NIProc,11,Q,H,l,FALSE,FALSE,1,598,0,20,20,19,6.39359075395063,0.598,1.67224080267559,0,0.05,0.05
1,l,d,NIProc,12,B,B,d,FALSE,TRUE,1,537,1,20,20,20,6.28599809450886,0.537,1.86219739292365,0,0,0
1,l,d,NIProc,13,q,Q,d,TRUE,FALSE,1,759,1,20,20,20,6.63200177739563,0.759,1.31752305665349,0,0,0
1,l,d,NIProc,14,f,A,l,FALSE,FALSE,1,692,0,20,20,19,6.53958595561767,0.692,1.44508670520231,0,0.05,0.05
1,l,d,NIProc,15,f,h,l,FALSE,FALSE,1,636,0,20,20,19,6.45519856334012,0.636,1.57232704402516,0,0.05,0.05
1,l,d,NIProc,16,H,h,d,TRUE,FALSE,1,562,1,20,20,20,6.33150184989369,0.562,1.77935943060498,0,0,0
1,l,d,NIProc,17,Q,q,d,TRUE,FALSE,1,600,1,20,20,20,6.39692965521615,0.6,1.66666666666667,0,0,0
1,l,d,NIProc,18,F,B,l,FALSE,FALSE,1,627,0,20,20,19,6.44094654063292,0.627,1.59489633173844,0,0.05,0.05
1,l,d,NIProc,19,h,h,d,FALSE,TRUE,1,566,1,20,20,20,6.33859407820318,0.566,1.76678445229682,0,0,0
1,l,d,NIProc,20,h,f,l,FALSE,FALSE,1,710,0,20,20,19,6.56526497003536,0.71,1.40845070422535,0,0.05,0.05
1,l,d,NIProc,21,a,f,l,FALSE,FALSE,1,526,0,20,20,19,6.26530121273771,0.526,1.90114068441065,0,0.05,0.05
1,l,d,NIProc,22,Q,Q,d,FALSE,TRUE,1,696,1,20,20,20,6.54534966033442,0.696,1.4367816091954,0,0,0
1,l,d,NIProc,23,q,f,l,FALSE,FALSE,1,620,0,20,20,19,6.42971947803914,0.62,1.61290322580645,0,0.05,0.05
1,l,d,NIProc,24,A,b,l,FALSE,FALSE,1,779,0,20,20,19,6.65801104587075,0.779,1.28369704749679,0,0.05,0.05
1,l,d,NIProc,25,A,a,d,TRUE,FALSE,1,576,1,20,20,20,6.35610766069589,0.576,1.73611111111111,0,0,0
1,l,d,NIProc,26,h,A,l,FALSE,FALSE,1,648,0,20,20,19,6.47389069635227,0.648,1.54320987654321,0,0.05,0.05
1,l,d,NIProc,27,a,A,d,TRUE,FALSE,1,610,1,20,20,20,6.41345895716736,0.61,1.63934426229508,0,0,0
1,l,d,NIProc,28,b,H,l,FALSE,FALSE,1,621,0,20,20,19,6.43133108193348,0.621,1.61030595813205,0,0.05,0.05
1,l,d,NIProc,30,a,a,d,FALSE,TRUE,1,546,1,20,20,20,6.30261897574491,0.546,1.83150183150183,0,0,0
1,l,d,NIProc,31,B,B,d,FALSE,TRUE,1,588,1,20,20,20,6.37672694789863,0.588,1.70068027210884,0,0,0
1,l,d,NIProc,32,B,H,l,FALSE,FALSE,1,552,0,20,20,19,6.31354804627709,0.552,1.81159420289855,0,0.05,0.05
1,l,d,NIProc,33,b,q,l,FALSE,FALSE,1,693,0,20,20,19,6.5410299991899,0.693,1.44300144300144,0,0.05,0.05
1,l,d,NIProc,34,q,Q,d,TRUE,FALSE,1,773,1,20,20,20,6.65027904858742,0.773,1.29366106080207,0,0,0
1,l,d,NIProc,35,F,Q,l,FALSE,FALSE,1,622,0,20,20,19,6.43294009273918,0.622,1.60771704180064,0,0.05,0.05
1,l,d,NIProc,36,A,a,d,TRUE,FALSE,1,532,1,20,20,20,6.27664348934164,0.532,1.8796992481203,0,0,0
1,l,d,NIProc,37,A,H,l,FALSE,FALSE,1,570,0,20,20,19,6.3456363608286,0.57,1.75438596491228,0,0.05,0.05
1,l,d,NIProc,38,b,h,l,FALSE,FALSE,1,655,0,20,20,19,6.48463523563525,0.655,1.52671755725191,0,0.05,0.05
1,l,d,NIProc,39,B,b,d,TRUE,FALSE,1,560,1,20,20,20,6.32793678372919,0.56,1.78571428571429,0,0,0
1,l,d,NIProc,40,H,H,d,FALSE,TRUE,1,578,1,20,20,20,6.35957386867238,0.578,1.73010380622837,0,0,0
10,l,d,PIProc,1,Q,Q,d,FALSE,TRUE,1,877,1,20,20,20,6.77650699237218,0.877,1.14025085518814,0,0,0
10,l,d,PIProc,2,b,B,l,TRUE,FALSE,1,546,0,19,19,19,6.30261897574491,0.546,1.83150183150183,0,0,0
10,l,d,PIProc,3,f,f,d,FALSE,TRUE,1,600,1,20,20,20,6.39692965521615,0.6,1.66666666666667,0,0,0
10,l,d,PIProc,4,F,Q,l,FALSE,FALSE,1,671,0,19,19,19,6.50876913697168,0.671,1.4903129657228,0,0,0
10,l,d,PIProc,5,A,a,l,TRUE,FALSE,1,1244,0,19,19,19,7.12608727329912,1.244,0.803858520900322,0,0,0
10,l,d,PIProc,6,b,b,d,FALSE,TRUE,1,822,1,20,20,20,6.71174039505618,0.822,1.21654501216545,0,0,0
10,l,d,PIProc,7,B,b,l,TRUE,FALSE,1,1013,0,19,19,19,6.92067150424868,1.013,0.987166831194472,0,0,0
10,l,d,PIProc,8,A,A,d,FALSE,TRUE,1,540,1,20,20,20,6.29156913955832,0.54,1.85185185185185,0,0,0
10,l,d,PIProc,9,a,q,l,FALSE,FALSE,1,838,0,19,19,19,6.73101810048208,0.838,1.19331742243437,0,0,0
10,l,d,PIProc,10,F,F,d,FALSE,TRUE,1,612,1,20,20,20,6.41673228251233,0.612,1.63398692810458,0,0,0
10,l,d,PIProc,11,q,q,d,FALSE,TRUE,1,771,1,20,20,20,6.64768837356333,0.771,1.2970168612192,0,0,0
10,l,d,PIProc,12,b,F,l,FALSE,FALSE,1,696,0,19,19,19,6.54534966033442,0.696,1.4367816091954,0,0,0
10,l,d,PIProc,13,a,a,d,FALSE,TRUE,1,632,1,20,20,20,6.44888939414686,0.632,1.58227848101266,0,0,0
10,l,d,PIProc,14,f,f,d,FALSE,TRUE,1,694,1,20,20,20,6.5424719605068,0.694,1.44092219020173,0,0,0
10,l,d,PIProc,15,h,H,l,TRUE,FALSE,1,878,0,19,19,19,6.77764659363512,0.878,1.13895216400911,0,0,0
10,l,d,PIProc,16,A,h,l,FALSE,FALSE,1,795,0,19,19,19,6.67834211465433,0.795,1.25786163522013,0,0,0
10,l,d,PIProc,17,F,F,d,FALSE,TRUE,1,695,1,20,20,20,6.54391184556479,0.695,1.43884892086331,0,0,0
10,l,d,PIProc,18,h,H,l,TRUE,FALSE,1,723,0,19,19,19,6.58340922215876,0.723,1.38312586445367,0,0,0
10,l,d,PIProc,19,b,A,l,FALSE,FALSE,1,737,0,19,19,19,6.60258789218934,0.737,1.35685210312076,0,0,0
10,l,d,PIProc,20,q,q,d,FALSE,TRUE,1,707,1,20,20,20,6.56103066589657,0.707,1.41442715700141,0,0,0
10,l,d,PIProc,21,h,H,l,TRUE,FALSE,1,723,0,19,19,19,6.58340922215876,0.723,1.38312586445367,0,0,0
10,l,d,PIProc,22,A,A,d,FALSE,TRUE,1,989,1,20,20,20,6.89669433162271,0.989,1.01112234580384,0,0,0
10,l,d,PIProc,23,H,H,d,FALSE,TRUE,1,521,1,20,20,20,6.25575004175337,0.521,1.91938579654511,0,0,0
10,l,d,PIProc,24,h,H,l,TRUE,FALSE,1,640,0,19,19,19,6.46146817635372,0.64,1.5625,0,0,0
10,l,d,PIProc,25,q,h,l,FALSE,FALSE,1,886,0,19,19,19,6.78671695060508,0.886,1.12866817155756,0,0,0
10,l,d,PIProc,26,H,H,d,FALSE,TRUE,1,690,1,20,20,20,6.5366915975913,0.69,1.44927536231884,0,0,0
10,l,d,PIProc,27,a,a,d,FALSE,TRUE,1,838,1,20,20,20,6.73101810048208,0.838,1.19331742243437,0,0,0
10,l,d,PIProc,28,Q,H,l,FALSE,FALSE,1,536,0,19,19,19,6.2841341610708,0.536,1.86567164179104,0,0,0
10,l,d,PIProc,29,b,b,d,FALSE,TRUE,1,626,1,20,20,20,6.4393503711001,0.626,1.59744408945687,0,0,0
10,l,d,PIProc,30,h,h,d,FALSE,TRUE,1,825,1,20,20,20,6.71538338633468,0.825,1.21212121212121,0,0,0
10,l,d,PIProc,32,Q,Q,d,FALSE,TRUE,1,700,1,20,20,20,6.5510803350434,0.7,1.42857142857143,0,0,0
10,l,d,PIProc,33,F,f,l,TRUE,FALSE,1,735,0,19,19,19,6.59987049921284,0.735,1.36054421768707,0,0,0
10,l,d,PIProc,34,B,B,d,FALSE,TRUE,1,781,1,20,20,20,6.66057514983969,0.781,1.28040973111396,0,0,0
10,l,d,PIProc,35,A,a,l,TRUE,FALSE,1,745,0,19,19,19,6.61338421837956,0.745,1.34228187919463,0,0,0
10,l,d,PIProc,36,F,a,l,FALSE,FALSE,1,679,0,19,19,19,6.5206211275587,0.679,1.47275405007364,0,0,0
10,l,d,PIProc,37,B,B,d,FALSE,TRUE,1,712,1,20,20,20,6.56807791141198,0.712,1.40449438202247,0,0,0
10,l,d,PIProc,38,A,H,l,FALSE,FALSE,1,843,0,19,19,19,6.73696695800186,0.843,1.18623962040332,0,0,0
10,l,d,PIProc,39,f,f,d,FALSE,TRUE,1,673,1,20,20,20,6.51174532964473,0.673,1.48588410104012,0,0,0
10,l,d,PIProc,40,H,Q,l,FALSE,FALSE,1,886,0,19,19,19,6.78671695060508,0.886,1.12866817155756,0,0,0
10,l,d,NIProc,1,Q,q,d,TRUE,FALSE,1,1210,1,19,19,18,7.09837563859079,1.21,0.826446280991736,0,0.0526315789473685,0.0526315789473685
10,l,d,NIProc,2,F,a,l,FALSE,FALSE,1,709,0,20,20,20,6.56385552653213,0.709,1.41043723554302,0,0,0
10,l,d,NIProc,3,f,f,d,FALSE,TRUE,1,773,1,19,19,18,6.65027904858742,0.773,1.29366106080207,0,0.0526315789473685,0.0526315789473685
10,l,d,NIProc,4,F,b,l,FALSE,FALSE,1,865,0,20,20,20,6.76272950693188,0.865,1.15606936416185,0,0,0
10,l,d,NIProc,5,H,F,l,FALSE,FALSE,1,1434,0,20,20,20,7.26822302115957,1.434,0.697350069735007,0,0,0
10,l,d,NIProc,6,a,a,d,FALSE,TRUE,1,824,1,19,19,18,6.71417052990947,0.824,1.21359223300971,0,0.0526315789473685,0.0526315789473685
